activity_number,activity_name,activity_hierarchy,activity_name_normalized,duration_days,profile_days_used,asset_requirement_count,review_source,crane_required,crane_confidence,crane_role,crane_estimated_hours,crane_profile_shape,hoist_required,hoist_confidence,hoist_role,hoist_estimated_hours,hoist_profile_shape,loading_bay_required,loading_bay_confidence,loading_bay_role,loading_bay_estimated_hours,loading_bay_profile_shape,ewp_required,ewp_confidence,ewp_role,ewp_estimated_hours,ewp_profile_shape,concrete_pump_required,concrete_pump_confidence,concrete_pump_role,concrete_pump_estimated_hours,concrete_pump_profile_shape,excavator_required,excavator_confidence,excavator_role,excavator_estimated_hours,excavator_profile_shape,forklift_required,forklift_confidence,forklift_role,forklift_estimated_hours,forklift_profile_shape,telehandler_required,telehandler_confidence,telehandler_role,telehandler_estimated_hours,telehandler_profile_shape,compactor_required,compactor_confidence,compactor_role,compactor_estimated_hours,compactor_profile_shape
1237,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 5 ~ 1,400m2",pour columns pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1239,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 5 ~ 1,400m2","dog box works, caulking panels",1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1241,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 5 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1243,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 5 ~ 1,400m2",complete levelling pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1245,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 5 ~ 1,400m2",complete levelling pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1247,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 5 ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1249,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 5 ~ 1,400m2",reo delivery first thing,1,1,4,manual_first_pass,True,0.35,support,2.0,single_day,False,,,0.0,,True,0.85,lead,4.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.7,support,2.0,single_day,True,0.3,incidental,1.0,single_day,False,,,0.0,
1252,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 5 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1255,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 5 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1258,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 5 ~ 1,400m2","slab pour, pour",1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1259,"Day 12 - Slab pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 5 ~ 1,400m2","slab pour, pour",1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1270,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2",pour columns to pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1276,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2",pour columns pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1278,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2","dog box works, caulking panels",1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1280,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1282,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2",complete levelling pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1284,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2",complete levelling pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1286,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1288,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2",reo delivery first thing,1,1,4,manual_first_pass,True,0.35,support,2.0,single_day,False,,,0.0,,True,0.85,lead,4.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.7,support,2.0,single_day,True,0.3,incidental,1.0,single_day,False,,,0.0,
1291,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1294,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1297,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2","slab pour, pour",1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1298,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.25,incidental,0.5,single_day,True,0.3,lead,1.5,single_day,False,,,0.0,
1299,"Day 13 - Slab pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 6 ~ 1,400m2","slab pour, pour",1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1310,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",pour columns to pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1316,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",pour columns pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1318,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2","dog box works, caulking panels",1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1320,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1322,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",complete levelling pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1324,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",complete levelling pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1326,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",commence shelf angle and sealing deck,2,2,2,manual_first_pass,True,0.65,lead,5.0,uniform,False,,,0.0,,False,,,0.0,,True,0.7,lead,10.0,uniform,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1328,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",reo delivery first thing,1,1,4,manual_first_pass,True,0.35,support,2.0,single_day,False,,,0.0,,True,0.85,lead,4.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.7,support,2.0,single_day,True,0.3,incidental,1.0,single_day,False,,,0.0,
1331,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1334,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1336,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2","slab pour, pour",0,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1337,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.25,incidental,0.5,single_day,True,0.3,lead,1.5,single_day,False,,,0.0,
1338,"Day 13 - Slab pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2","slab pour, pour",1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1349,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",pour columns to pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1355,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",pour columns pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1357,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2","dog box works, caulking panels",1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1359,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1361,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",complete levelling pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1363,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",complete levelling pour,1,1,0,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1365,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1367,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",reo delivery first thing,1,1,4,manual_first_pass,True,0.35,support,2.0,single_day,False,,,0.0,,True,0.85,lead,4.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.7,support,2.0,single_day,True,0.3,incidental,1.0,single_day,False,,,0.0,
1370,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1373,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1375,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2","slab pour, pour",1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1376,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.25,incidental,0.5,single_day,True,0.3,lead,1.5,single_day,False,,,0.0,
1377,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2","slab pour, pour",1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1388,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",pour columns to pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1394,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",pour columns pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1396,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","dog box works, caulking panels",1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1398,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1400,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",complete levelling pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1402,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",complete levelling pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1404,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
